date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:12:12	32196/32196	---MCZ	200	added ('OK')	text/css	etag:W/%22d7ac12b021cb741ffe7cfa11725e86c6%22	https://r.mobirisesite.com/110797/assets/mobirise/css/mbr-additional.css?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/mobirise/css/mbr-additional38ae.css	(from https://test-page.mobirisesite.com/)
19:12:12	58/58	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2018:12:11%20GMT	https://test-page.mobirisesite.com/index.html	E:/webs/agency/marketing-agency/test-page.mobirisesite.com/index-2.html	(from https://test-page.mobirisesite.com/)
19:12:12	58/58	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2018:12:11%20GMT	https://test-page.mobirisesite.com/index.html	E:/webs/agency/marketing-agency/test-page.mobirisesite.com/index-2.html	(from https://test-page.mobirisesite.com/)
19:12:12	58/58	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2018:12:12%20GMT	https://test-page.mobirisesite.com/index.html	E:/webs/agency/marketing-agency/test-page.mobirisesite.com/index-2.html	(from https://test-page.mobirisesite.com/)
19:12:13	58/58	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2018:12:12%20GMT	https://test-page.mobirisesite.com/index.html	E:/webs/agency/marketing-agency/test-page.mobirisesite.com/index-2.html	(from https://test-page.mobirisesite.com/)
19:12:14	284338/284338	---M--	200	added ('OK')	image/jpeg	etag:%22ab7a91e5ff828d1f3cb1296c5b90cd02%22	https://r.mobirisesite.com/110797/assets/images/mbr-11.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1138ae.jpg	(from https://test-page.mobirisesite.com/)
19:12:15	275881/275881	---M--	200	added ('OK')	image/jpeg	etag:%223747e14d3b9d9db88a7597088abdf8e9%22	https://r.mobirisesite.com/110797/assets/images/mbr-13.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1338ae.jpg	(from https://test-page.mobirisesite.com/)
19:12:15	691570/691570	---M--	200	added ('OK')	image/jpeg	etag:%22c3412bd7a85ee906367ae2ed180b7a74%22	https://r.mobirisesite.com/110797/assets/images/mbr-12.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1238ae.jpg	(from https://test-page.mobirisesite.com/)
19:12:15	373208/373208	---M--	200	added ('OK')	image/jpeg	etag:%22b68a922579111c748f46e0d1b11f0151%22	https://r.mobirisesite.com/110797/assets/images/mbr-14.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1438ae.jpg	(from https://test-page.mobirisesite.com/)
19:12:16	305252/305252	---M--	200	added ('OK')	image/png	etag:%222163838f4b0b115342ccb38169e3251d%22	https://r.mobirisesite.com/110797/assets/images/mbr-2.png?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-238ae.png	(from https://test-page.mobirisesite.com/)
19:12:16	148879/148879	---M--	200	added ('OK')	image/png	etag:%22f3c4f78bb6642cf4466f5179cc5c8f12%22	https://r.mobirisesite.com/110797/assets/images/mbr.png?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr38ae.png	(from https://test-page.mobirisesite.com/)
19:12:16	5092/5092	---M--	200	added ('OK')	image/png	etag:%227e58441dea5accca822897dc1c1bfebe%22	https://r.mobirisesite.com/110797/assets/images/squareless-media-white-text-icon-337x135.png?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/squareless-media-white-text-icon-337x13538ae.png	(from https://test-page.mobirisesite.com/)
19:12:16	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://r.mobirisesite.com/110797/assets/web/assets/jquery/jquery.min.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/web/assets/jquery/jquery.min.js	(from https://test-page.mobirisesite.com/)
19:12:16	18994/18994	---MCZ	200	added ('OK')	application/javascript	etag:W/%223621381129597bf34d48a9e2623e05c9%22	https://r.mobirisesite.com/110797/assets/popper/popper.min.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/popper/popper.min.js	(from https://test-page.mobirisesite.com/)
19:12:17	23217/23217	---MCZ	200	added ('OK')	application/javascript	etag:W/%223e50b6f75ff4128f2478b1d44f80fdfb%22	https://r.mobirisesite.com/110797/assets/tether/tether.min.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/tether/tether.min.js	(from https://test-page.mobirisesite.com/)
19:12:17	60044/60044	---MCZ	200	added ('OK')	application/javascript	etag:W/%2202d223393e00c273efdcb1ade8f4f8b1%22	https://r.mobirisesite.com/110797/assets/bootstrap/js/bootstrap.min.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/bootstrap/js/bootstrap.min.js	(from https://test-page.mobirisesite.com/)
19:12:17	7568/7568	---MCZ	200	added ('OK')	application/javascript	etag:W/%227b5e7e71c2c87966f6037658228b4f6b%22	https://r.mobirisesite.com/110797/assets/smoothscroll/smooth-scroll.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/smoothscroll/smooth-scroll.js	(from https://test-page.mobirisesite.com/)
19:12:17	15210/15210	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ad7ff1d519143f464cbd966bb31ae0ec%22	https://r.mobirisesite.com/110797/assets/parallax/jarallax.min.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/parallax/jarallax.min.js	(from https://test-page.mobirisesite.com/)
19:12:17	2877/2877	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dadda4331806534deddbc47e1ade3231%22	https://r.mobirisesite.com/110797/assets/viewportchecker/jquery.viewportchecker.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/viewportchecker/jquery.viewportchecker.js	(from https://test-page.mobirisesite.com/)
19:12:18	9027/9027	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f9a6ae1628b4678a177b21556442426%22	https://r.mobirisesite.com/110797/assets/dropdown/js/nav-dropdown.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/dropdown/js/nav-dropdown.js	(from https://test-page.mobirisesite.com/)
19:12:18	2646/2646	---MCZ	200	added ('OK')	application/javascript	etag:W/%224495c7ff7e3539aedcb2f8f8a464437d%22	https://r.mobirisesite.com/110797/assets/dropdown/js/navbar-dropdown.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/dropdown/js/navbar-dropdown.js	(from https://test-page.mobirisesite.com/)
19:12:18	20412/20412	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f60ff05469d1757996d85f4172d4ff4d%22	https://r.mobirisesite.com/110797/assets/touchswipe/jquery.touch-swipe.min.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/touchswipe/jquery.touch-swipe.min.js	(from https://test-page.mobirisesite.com/)
19:12:19	21591/21591	---MCZ	200	added ('OK')	application/javascript	etag:W/%226775120a77b7a30227d6eb2d8e027fb3%22	https://r.mobirisesite.com/110797/assets/theme/js/script.js	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/theme/js/script.js	(from https://test-page.mobirisesite.com/)
19:12:19	25468/25468	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22385866f21466d026cef79ed73d2e93cb%22	https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.eot?f2bix4	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise21e04.eot	(from https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.css)
19:12:19	25280/25280	---MCZ	200	added ('OK')	font/ttf	etag:W/%22a915592fd82d5a2f17cbbc795a6c31e8%22	https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.ttf?f2bix4	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise21e04.ttf	(from https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.css)
19:12:20	25356/25356	---MCZ	200	added ('OK')	application/font-woff	etag:W/%220a7e6a641c103830068ddcebe2ca65ae%22	https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.woff?f2bix4	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise21e04.woff	(from https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.css)
19:12:21	72845/72845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bac098032ed07737247de19179bf7059%22	https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.svg?f2bix4	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise21e04.svg	(from https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.css)
19:12:21	79118/79118	---M--	200	added ('OK')	image/jpeg	etag:%22c69eae3cb6d30a048baf0b7d1a505aaf%22	https://r.mobirisesite.com/110797/assets/images/mbr-9.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-938ae.jpg	(from https://r.mobirisesite.com/110797/assets/mobirise/css/mbr-additional.css?v=1LmX4H)
19:12:21	341110/341110	---M--	200	added ('OK')	image/jpeg	etag:%222c40da123fdceb34448ce921b44bb786%22	https://r.mobirisesite.com/110797/assets/images/mbr-10.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1038ae.jpg	(from https://r.mobirisesite.com/110797/assets/mobirise/css/mbr-additional.css?v=1LmX4H)
19:12:22	194572/194572	---M--	200	added ('OK')	image/jpeg	etag:%2289328bdd1bd7e63bc9829934fd5dfab9%22	https://r.mobirisesite.com/110797/assets/images/mbr-17.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1738ae.jpg	(from https://r.mobirisesite.com/110797/assets/mobirise/css/mbr-additional.css?v=1LmX4H)
19:12:22	299595/299595	---M--	200	added ('OK')	image/jpeg	etag:%2236e3247c106accd517df6c18d5d420e5%22	https://r.mobirisesite.com/110797/assets/images/mbr-18.jpg?v=1LmX4H	E:/webs/agency/marketing-agency/r.mobirisesite.com/110797/assets/images/mbr-1838ae.jpg	(from https://r.mobirisesite.com/110797/assets/mobirise/css/mbr-additional.css?v=1LmX4H)
19:12:22	266/266	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Mar%202021%2018:12:21%20GMT	https://r.mobirisesite.com/robots.txt		(from https://r.mobirisesite.com/110797/assets/web/assets/mobirise-icons2/mobirise2.css)
